book_filename,book_number,book_name,paragraph_number,original_paragraph_index,word_count,output_filename
011_Hamlet-Prince-of-Denmark.txt,011,Hamlet-Prince-of-Denmark,11,283,195,011_Hamlet-Prince-of-Denmark_11.txt
011_Hamlet-Prince-of-Denmark.txt,011,Hamlet-Prince-of-Denmark,12,320,128,011_Hamlet-Prince-of-Denmark_12.txt
011_Hamlet-Prince-of-Denmark.txt,011,Hamlet-Prince-of-Denmark,13,366,110,011_Hamlet-Prince-of-Denmark_13.txt
011_Hamlet-Prince-of-Denmark.txt,011,Hamlet-Prince-of-Denmark,14,482,103,011_Hamlet-Prince-of-Denmark_14.txt
011_Hamlet-Prince-of-Denmark.txt,011,Hamlet-Prince-of-Denmark,15,493,102,011_Hamlet-Prince-of-Denmark_15.txt
011_Hamlet-Prince-of-Denmark.txt,011,Hamlet-Prince-of-Denmark,16,506,167,011_Hamlet-Prince-of-Denmark_16.txt
011_Hamlet-Prince-of-Denmark.txt,011,Hamlet-Prince-of-Denmark,17,576,169,011_Hamlet-Prince-of-Denmark_17.txt
011_Hamlet-Prince-of-Denmark.txt,011,Hamlet-Prince-of-Denmark,18,621,129,011_Hamlet-Prince-of-Denmark_18.txt
011_Hamlet-Prince-of-Denmark.txt,011,Hamlet-Prince-of-Denmark,19,681,127,011_Hamlet-Prince-of-Denmark_19.txt
011_Hamlet-Prince-of-Denmark.txt,011,Hamlet-Prince-of-Denmark,20,1520,115,011_Hamlet-Prince-of-Denmark_20.txt
014_Henry-VIII.txt,014,Henry-VIII,1,70,117,014_Henry-VIII_01.txt
014_Henry-VIII.txt,014,Henry-VIII,2,236,103,014_Henry-VIII_02.txt
014_Henry-VIII.txt,014,Henry-VIII,3,281,113,014_Henry-VIII_03.txt
014_Henry-VIII.txt,014,Henry-VIII,4,303,176,014_Henry-VIII_04.txt
014_Henry-VIII.txt,014,Henry-VIII,5,304,129,014_Henry-VIII_05.txt
014_Henry-VIII.txt,014,Henry-VIII,6,337,120,014_Henry-VIII_06.txt
014_Henry-VIII.txt,014,Henry-VIII,7,349,108,014_Henry-VIII_07.txt
014_Henry-VIII.txt,014,Henry-VIII,8,399,108,014_Henry-VIII_08.txt
014_Henry-VIII.txt,014,Henry-VIII,9,416,233,014_Henry-VIII_09.txt
014_Henry-VIII.txt,014,Henry-VIII,10,444,203,014_Henry-VIII_10.txt
014_Henry-VIII.txt,014,Henry-VIII,11,475,213,014_Henry-VIII_11.txt
014_Henry-VIII.txt,014,Henry-VIII,12,511,162,014_Henry-VIII_12.txt
014_Henry-VIII.txt,014,Henry-VIII,13,515,147,014_Henry-VIII_13.txt
014_Henry-VIII.txt,014,Henry-VIII,14,536,236,014_Henry-VIII_14.txt
014_Henry-VIII.txt,014,Henry-VIII,15,538,116,014_Henry-VIII_15.txt
014_Henry-VIII.txt,014,Henry-VIII,16,578,145,014_Henry-VIII_16.txt
014_Henry-VIII.txt,014,Henry-VIII,17,582,119,014_Henry-VIII_17.txt
014_Henry-VIII.txt,014,Henry-VIII,18,584,114,014_Henry-VIII_18.txt
014_Henry-VIII.txt,014,Henry-VIII,19,666,101,014_Henry-VIII_19.txt
014_Henry-VIII.txt,014,Henry-VIII,20,687,125,014_Henry-VIII_20.txt
018_Henry-V.txt,018,Henry-V,1,14,163,018_Henry-V_01.txt
018_Henry-V.txt,018,Henry-V,2,28,192,018_Henry-V_02.txt
018_Henry-V.txt,018,Henry-V,3,42,107,018_Henry-V_03.txt
018_Henry-V.txt,018,Henry-V,4,126,122,018_Henry-V_04.txt
018_Henry-V.txt,018,Henry-V,5,159,138,018_Henry-V_05.txt
018_Henry-V.txt,018,Henry-V,6,264,146,018_Henry-V_06.txt
018_Henry-V.txt,018,Henry-V,7,290,145,018_Henry-V_07.txt
018_Henry-V.txt,018,Henry-V,8,304,232,018_Henry-V_08.txt
018_Henry-V.txt,018,Henry-V,9,320,100,018_Henry-V_09.txt
018_Henry-V.txt,018,Henry-V,10,408,100,018_Henry-V_10.txt
018_Henry-V.txt,018,Henry-V,11,417,140,018_Henry-V_11.txt
018_Henry-V.txt,018,Henry-V,12,424,131,018_Henry-V_12.txt
018_Henry-V.txt,018,Henry-V,13,449,137,018_Henry-V_13.txt
018_Henry-V.txt,018,Henry-V,14,464,187,018_Henry-V_14.txt
018_Henry-V.txt,018,Henry-V,15,465,138,018_Henry-V_15.txt
018_Henry-V.txt,018,Henry-V,16,519,111,018_Henry-V_16.txt
018_Henry-V.txt,018,Henry-V,17,534,202,018_Henry-V_17.txt
018_Henry-V.txt,018,Henry-V,18,554,131,018_Henry-V_18.txt
018_Henry-V.txt,018,Henry-V,19,700,118,018_Henry-V_19.txt
018_Henry-V.txt,018,Henry-V,20,728,112,018_Henry-V_20.txt
031_King-Lear.txt,031,King-Lear,1,19,192,031_King-Lear_01.txt
031_King-Lear.txt,031,King-Lear,2,26,229,031_King-Lear_02.txt
031_King-Lear.txt,031,King-Lear,3,38,130,031_King-Lear_03.txt
031_King-Lear.txt,031,King-Lear,4,48,121,031_King-Lear_04.txt
031_King-Lear.txt,031,King-Lear,5,55,136,031_King-Lear_05.txt
031_King-Lear.txt,031,King-Lear,6,57,114,031_King-Lear_06.txt
031_King-Lear.txt,031,King-Lear,7,65,152,031_King-Lear_07.txt
031_King-Lear.txt,031,King-Lear,8,67,143,031_King-Lear_08.txt
031_King-Lear.txt,031,King-Lear,9,79,155,031_King-Lear_09.txt
031_King-Lear.txt,031,King-Lear,10,107,224,031_King-Lear_10.txt
031_King-Lear.txt,031,King-Lear,11,118,101,031_King-Lear_11.txt
031_King-Lear.txt,031,King-Lear,12,124,203,031_King-Lear_12.txt
031_King-Lear.txt,031,King-Lear,13,127,201,031_King-Lear_13.txt
031_King-Lear.txt,031,King-Lear,14,137,103,031_King-Lear_14.txt
031_King-Lear.txt,031,King-Lear,15,151,236,031_King-Lear_15.txt
031_King-Lear.txt,031,King-Lear,16,161,157,031_King-Lear_16.txt
031_King-Lear.txt,031,King-Lear,17,181,168,031_King-Lear_17.txt
031_King-Lear.txt,031,King-Lear,18,186,146,031_King-Lear_18.txt
031_King-Lear.txt,031,King-Lear,19,188,160,031_King-Lear_19.txt
031_King-Lear.txt,031,King-Lear,20,190,120,031_King-Lear_20.txt
032_King-Richard-III.txt,032,King-Richard-III,1,29,211,032_King-Richard-III_01.txt
032_King-Richard-III.txt,032,King-Richard-III,2,35,162,032_King-Richard-III_02.txt
032_King-Richard-III.txt,032,King-Richard-III,3,80,143,032_King-Richard-III_03.txt
032_King-Richard-III.txt,032,King-Richard-III,4,98,119,032_King-Richard-III_04.txt
032_King-Richard-III.txt,032,King-Richard-III,5,110,174,032_King-Richard-III_05.txt
032_King-Richard-III.txt,032,King-Richard-III,6,112,225,032_King-Richard-III_06.txt
032_King-Richard-III.txt,032,King-Richard-III,7,114,106,032_King-Richard-III_07.txt
032_King-Richard-III.txt,032,King-Richard-III,8,128,118,032_King-Richard-III_08.txt
032_King-Richard-III.txt,032,King-Richard-III,9,136,197,032_King-Richard-III_09.txt
032_King-Richard-III.txt,032,King-Richard-III,10,138,100,032_King-Richard-III_10.txt
032_King-Richard-III.txt,032,King-Richard-III,11,142,172,032_King-Richard-III_11.txt
032_King-Richard-III.txt,032,King-Richard-III,12,148,149,032_King-Richard-III_12.txt
032_King-Richard-III.txt,032,King-Richard-III,13,156,164,032_King-Richard-III_13.txt
032_King-Richard-III.txt,032,King-Richard-III,14,166,190,032_King-Richard-III_14.txt
032_King-Richard-III.txt,032,King-Richard-III,15,178,201,032_King-Richard-III_15.txt
032_King-Richard-III.txt,032,King-Richard-III,16,186,105,032_King-Richard-III_16.txt
032_King-Richard-III.txt,032,King-Richard-III,17,198,233,032_King-Richard-III_17.txt
032_King-Richard-III.txt,032,King-Richard-III,18,206,167,032_King-Richard-III_18.txt
032_King-Richard-III.txt,032,King-Richard-III,19,230,134,032_King-Richard-III_19.txt
032_King-Richard-III.txt,032,King-Richard-III,20,232,103,032_King-Richard-III_20.txt
037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols].txt,037,Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols],1,122,124,037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols]_01.txt
037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols].txt,037,Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols],2,131,170,037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols]_02.txt
037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols].txt,037,Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols],3,142,181,037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols]_03.txt
037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols].txt,037,Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols],4,144,236,037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols]_04.txt
037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols].txt,037,Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols],5,169,182,037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols]_05.txt
037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols].txt,037,Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols],6,385,217,037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols]_06.txt
037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols].txt,037,Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols],7,415,127,037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols]_07.txt
037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols].txt,037,Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols],8,418,142,037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols]_08.txt
037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols].txt,037,Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols],9,468,137,037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols]_09.txt
037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols].txt,037,Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols],10,528,100,037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols]_10.txt
037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols].txt,037,Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols],11,621,118,037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols]_11.txt
037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols].txt,037,Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols],12,645,134,037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols]_12.txt
037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols].txt,037,Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols],13,835,114,037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols]_13.txt
037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols].txt,037,Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols],14,855,241,037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols]_14.txt
037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols].txt,037,Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols],15,868,147,037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols]_15.txt
037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols].txt,037,Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols],16,1029,110,037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols]_16.txt
037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols].txt,037,Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols],17,1061,123,037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols]_17.txt
037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols].txt,037,Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols],18,1069,119,037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols]_18.txt
037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols].txt,037,Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols],19,1110,105,037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols]_19.txt
037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols].txt,037,Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols],20,1136,120,037_Measure-for-MeasureThe-Works-of-William-Shakespeare-[Cambridge-Edition]-[9-vols]_20.txt
039_Much-Ado-about-Nothing.txt,039,Much-Ado-about-Nothing,1,98,103,039_Much-Ado-about-Nothing_01.txt
039_Much-Ado-about-Nothing.txt,039,Much-Ado-about-Nothing,2,145,104,039_Much-Ado-about-Nothing_02.txt
039_Much-Ado-about-Nothing.txt,039,Much-Ado-about-Nothing,3,207,219,039_Much-Ado-about-Nothing_03.txt
039_Much-Ado-about-Nothing.txt,039,Much-Ado-about-Nothing,4,258,156,039_Much-Ado-about-Nothing_04.txt
039_Much-Ado-about-Nothing.txt,039,Much-Ado-about-Nothing,5,342,104,039_Much-Ado-about-Nothing_05.txt
039_Much-Ado-about-Nothing.txt,039,Much-Ado-about-Nothing,6,350,100,039_Much-Ado-about-Nothing_06.txt
039_Much-Ado-about-Nothing.txt,039,Much-Ado-about-Nothing,7,352,100,039_Much-Ado-about-Nothing_07.txt
039_Much-Ado-about-Nothing.txt,039,Much-Ado-about-Nothing,8,460,116,039_Much-Ado-about-Nothing_08.txt
039_Much-Ado-about-Nothing.txt,039,Much-Ado-about-Nothing,9,502,135,039_Much-Ado-about-Nothing_09.txt
039_Much-Ado-about-Nothing.txt,039,Much-Ado-about-Nothing,10,548,100,039_Much-Ado-about-Nothing_10.txt
039_Much-Ado-about-Nothing.txt,039,Much-Ado-about-Nothing,11,568,216,039_Much-Ado-about-Nothing_11.txt
039_Much-Ado-about-Nothing.txt,039,Much-Ado-about-Nothing,12,573,113,039_Much-Ado-about-Nothing_12.txt
039_Much-Ado-about-Nothing.txt,039,Much-Ado-about-Nothing,13,574,121,039_Much-Ado-about-Nothing_13.txt
039_Much-Ado-about-Nothing.txt,039,Much-Ado-about-Nothing,14,645,141,039_Much-Ado-about-Nothing_14.txt
039_Much-Ado-about-Nothing.txt,039,Much-Ado-about-Nothing,15,649,236,039_Much-Ado-about-Nothing_15.txt
039_Much-Ado-about-Nothing.txt,039,Much-Ado-about-Nothing,16,663,120,039_Much-Ado-about-Nothing_16.txt
039_Much-Ado-about-Nothing.txt,039,Much-Ado-about-Nothing,17,716,155,039_Much-Ado-about-Nothing_17.txt
039_Much-Ado-about-Nothing.txt,039,Much-Ado-about-Nothing,18,756,132,039_Much-Ado-about-Nothing_18.txt
039_Much-Ado-about-Nothing.txt,039,Much-Ado-about-Nothing,19,762,153,039_Much-Ado-about-Nothing_19.txt
039_Much-Ado-about-Nothing.txt,039,Much-Ado-about-Nothing,20,826,124,039_Much-Ado-about-Nothing_20.txt
041_Othello-the-Moor-of-Venice.txt,041,Othello-the-Moor-of-Venice,1,23,205,041_Othello-the-Moor-of-Venice_01.txt
041_Othello-the-Moor-of-Venice.txt,041,Othello-the-Moor-of-Venice,2,119,109,041_Othello-the-Moor-of-Venice_02.txt
041_Othello-the-Moor-of-Venice.txt,041,Othello-the-Moor-of-Venice,3,311,221,041_Othello-the-Moor-of-Venice_03.txt
041_Othello-the-Moor-of-Venice.txt,041,Othello-the-Moor-of-Venice,4,315,102,041_Othello-the-Moor-of-Venice_04.txt
041_Othello-the-Moor-of-Venice.txt,041,Othello-the-Moor-of-Venice,5,408,112,041_Othello-the-Moor-of-Venice_05.txt
041_Othello-the-Moor-of-Venice.txt,041,Othello-the-Moor-of-Venice,6,410,211,041_Othello-the-Moor-of-Venice_06.txt
041_Othello-the-Moor-of-Venice.txt,041,Othello-the-Moor-of-Venice,7,423,101,041_Othello-the-Moor-of-Venice_07.txt
041_Othello-the-Moor-of-Venice.txt,041,Othello-the-Moor-of-Venice,8,435,130,041_Othello-the-Moor-of-Venice_08.txt
041_Othello-the-Moor-of-Venice.txt,041,Othello-the-Moor-of-Venice,9,446,102,041_Othello-the-Moor-of-Venice_09.txt
041_Othello-the-Moor-of-Venice.txt,041,Othello-the-Moor-of-Venice,10,573,142,041_Othello-the-Moor-of-Venice_10.txt
041_Othello-the-Moor-of-Venice.txt,041,Othello-the-Moor-of-Venice,11,574,105,041_Othello-the-Moor-of-Venice_11.txt
041_Othello-the-Moor-of-Venice.txt,041,Othello-the-Moor-of-Venice,12,596,175,041_Othello-the-Moor-of-Venice_12.txt
041_Othello-the-Moor-of-Venice.txt,041,Othello-the-Moor-of-Venice,13,652,141,041_Othello-the-Moor-of-Venice_13.txt
041_Othello-the-Moor-of-Venice.txt,041,Othello-the-Moor-of-Venice,14,714,118,041_Othello-the-Moor-of-Venice_14.txt
041_Othello-the-Moor-of-Venice.txt,041,Othello-the-Moor-of-Venice,15,987,145,041_Othello-the-Moor-of-Venice_15.txt
041_Othello-the-Moor-of-Venice.txt,041,Othello-the-Moor-of-Venice,16,1037,139,041_Othello-the-Moor-of-Venice_16.txt
041_Othello-the-Moor-of-Venice.txt,041,Othello-the-Moor-of-Venice,17,1122,176,041_Othello-the-Moor-of-Venice_17.txt
041_Othello-the-Moor-of-Venice.txt,041,Othello-the-Moor-of-Venice,18,1134,101,041_Othello-the-Moor-of-Venice_18.txt
041_Othello-the-Moor-of-Venice.txt,041,Othello-the-Moor-of-Venice,19,1386,186,041_Othello-the-Moor-of-Venice_19.txt
041_Othello-the-Moor-of-Venice.txt,041,Othello-the-Moor-of-Venice,20,1415,152,041_Othello-the-Moor-of-Venice_20.txt
043_Pericles-Prince-of-Tyre.txt,043,Pericles-Prince-of-Tyre,1,23,101,043_Pericles-Prince-of-Tyre_01.txt
043_Pericles-Prince-of-Tyre.txt,043,Pericles-Prince-of-Tyre,2,26,105,043_Pericles-Prince-of-Tyre_02.txt
043_Pericles-Prince-of-Tyre.txt,043,Pericles-Prince-of-Tyre,3,37,164,043_Pericles-Prince-of-Tyre_03.txt
043_Pericles-Prince-of-Tyre.txt,043,Pericles-Prince-of-Tyre,4,40,182,043_Pericles-Prince-of-Tyre_04.txt
043_Pericles-Prince-of-Tyre.txt,043,Pericles-Prince-of-Tyre,5,76,235,043_Pericles-Prince-of-Tyre_05.txt
043_Pericles-Prince-of-Tyre.txt,043,Pericles-Prince-of-Tyre,6,106,148,043_Pericles-Prince-of-Tyre_06.txt
043_Pericles-Prince-of-Tyre.txt,043,Pericles-Prince-of-Tyre,7,128,103,043_Pericles-Prince-of-Tyre_07.txt
043_Pericles-Prince-of-Tyre.txt,043,Pericles-Prince-of-Tyre,8,130,160,043_Pericles-Prince-of-Tyre_08.txt
043_Pericles-Prince-of-Tyre.txt,043,Pericles-Prince-of-Tyre,9,181,137,043_Pericles-Prince-of-Tyre_09.txt
043_Pericles-Prince-of-Tyre.txt,043,Pericles-Prince-of-Tyre,10,288,100,043_Pericles-Prince-of-Tyre_10.txt
043_Pericles-Prince-of-Tyre.txt,043,Pericles-Prince-of-Tyre,11,327,119,043_Pericles-Prince-of-Tyre_11.txt
043_Pericles-Prince-of-Tyre.txt,043,Pericles-Prince-of-Tyre,12,342,106,043_Pericles-Prince-of-Tyre_12.txt
043_Pericles-Prince-of-Tyre.txt,043,Pericles-Prince-of-Tyre,13,360,104,043_Pericles-Prince-of-Tyre_13.txt
043_Pericles-Prince-of-Tyre.txt,043,Pericles-Prince-of-Tyre,14,386,120,043_Pericles-Prince-of-Tyre_14.txt
043_Pericles-Prince-of-Tyre.txt,043,Pericles-Prince-of-Tyre,15,577,171,043_Pericles-Prince-of-Tyre_15.txt
043_Pericles-Prince-of-Tyre.txt,043,Pericles-Prince-of-Tyre,16,676,106,043_Pericles-Prince-of-Tyre_16.txt
